rank,ticker,company_name,sector,industry,exchange,market_cap,market_data_date,price,return_1d,return_5d,return_21d,spy_relative_21d,sector_etf,sector_etf_return_21d,sector_relative_21d,volume_ratio_5d_vs_prev20d,avg_dollar_volume_20d,volatility_ratio_20d_vs_prev120d,max_daily_move_21d,max_gap_21d,distance_from_52w_high,distance_from_52w_low,trigger_conditions,trigger_count,selection_reason,signal_score,first_trigger_date,trigger_days_last_5,trigger_days_last_10,consecutive_trigger_days,rank_previous,rank_change,new_entry,persistent_signal
1,CRNX,"Crinetics Pharmaceuticals, Inc.",Healthcare,,NMS,8855652352.00000000,2026-07-10,83.58000183,-0.00047837,0.97916180,1.39004858,1.36576254,XLV,0.04056407,1.34948451,18.14791769,537573182.79258728,6.51602226,0.98738999,0.98857969,-0.00047837,2.11284919,spy_relative;sector_relative;volume;volatility;single_day_move;gap,6,threshold_and_sector_coverage,76.59490000,2026-07-10,2,2,2,3.00000000,2.00000000,True,False
2,DFTX,"Definium Therapeutics, Inc.",Healthcare,,NMS,5794243072.00000000,2026-07-10,47.06999969,-0.02848299,0.06517314,1.05098031,1.02669427,XLV,0.04056407,1.01041624,0.51928251,195265352.52326965,3.32677689,0.49795747,0.57598050,-0.02848299,4.83271394,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,43.02370000,2026-07-10,2,2,2,6.00000000,4.00000000,True,False
3,TRAX,"First Tracks Biotherapeutics, I",Healthcare,,NMS,1221582208.00000000,2026-07-10,36.24000168,0.11851852,0.87772037,1.26925492,1.24496888,XLV,0.04056407,1.22869085,2.39613185,21959656.67417526,,0.55994226,0.02861863,0.00000000,1.36553540,spy_relative;sector_relative;volume;single_day_move,4,threshold_and_sector_coverage,40.25110000,2026-07-10,2,2,2,9.00000000,6.00000000,True,False
4,HQ,Horizon Quantum Holdings Ltd.,Technology,,NCM,1102740480.00000000,2026-07-10,22.98999977,-0.04447214,-0.03322123,1.14458948,1.12030344,XLK,0.02771474,1.11687473,0.30663281,41002057.92397976,,0.63336388,0.13125002,-0.40114613,1.75990396,spy_relative;sector_relative;single_day_move;gap,4,threshold_and_sector_coverage,38.88780000,2026-07-10,2,2,2,8.00000000,4.00000000,True,False
5,QURE,uniQure N.V.,Healthcare,,NMS,2825801472.00000000,2026-07-10,42.63000107,-0.04159169,0.01961252,0.61111121,0.58682517,XLV,0.04056407,0.57054713,0.49086429,139454835.77528000,2.20231329,0.78436459,0.61356056,-0.39609005,3.72093049,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,35.90570000,2026-07-10,2,2,2,7.00000000,2.00000000,True,False
6,MBX,"MBX Biosciences, Inc.",Healthcare,,NMS,2857756160.00000000,2026-07-10,61.04999924,-0.07091767,0.05622837,1.04385663,1.01957059,XLV,0.04056407,1.00329256,0.78823152,57925662.28372574,1.03236087,0.20200065,0.14093960,-0.07091767,5.26475115,spy_relative;sector_relative;single_day_move;gap,4,threshold,30.18490000,2026-07-10,2,2,2,13.00000000,7.00000000,True,False
7,APGE,"Apogee Therapeutics, Inc.",Healthcare,,NGM,10061084672.00000000,2026-07-10,133.64999390,0.00059884,0.00556760,0.57235287,0.54806683,XLV,0.04056407,0.53178880,0.27046728,789786829.14833069,2.95011839,0.46658561,0.46713886,0.00000000,2.85714251,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,28.80390000,2026-07-10,2,2,2,10.00000000,3.00000000,True,False
8,BFLY,"Butterfly Network, Inc.",Healthcare,,NYQ,2116675072.00000000,2026-07-10,7.98000002,-0.00498759,0.03906253,0.55859379,0.53430775,XLV,0.04056407,0.51802972,0.69338747,97932546.71327591,2.00114000,0.55866892,0.26269702,-0.10437709,4.99999982,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,26.22210000,2026-07-10,2,2,2,11.00000000,3.00000000,True,False
9,ABSI,Absci Corporation,Healthcare,,NMS,1729577472.00000000,2026-07-10,10.60000038,-0.07585003,-0.08777965,0.55197665,0.52769061,XLV,0.04056407,0.51141257,0.63031784,79400790.75908422,1.51259842,0.35964913,0.28340087,-0.08777965,3.60869591,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,23.18360000,2026-07-10,2,2,2,12.00000000,3.00000000,True,False
10,SLS,"SELLAS Life Sciences Group, Inc",Healthcare,,NCM,2481502976.00000000,2026-07-10,12.76000023,-0.05551443,-0.14819756,0.66145840,0.63717236,XLV,0.04056407,0.62089433,0.86679092,139647101.37903690,1.23068266,0.24697332,0.07586760,-0.17411001,8.17985637,spy_relative;sector_relative;single_day_move;gap,4,threshold,20.33780000,2026-07-10,2,2,2,15.00000000,5.00000000,True,False
11,WYFI,"WhiteFiber, Inc.",Technology,,NCM,1401309952.00000000,2026-07-10,38.50000000,-0.00875387,0.22455469,0.65306992,0.62878388,XLK,0.02771474,0.62535518,1.22649624,118951120.76657295,1.40610606,0.21376513,0.09693992,-0.14004915,2.57142866,spy_relative;sector_relative;single_day_move;gap,4,threshold_and_sector_coverage,20.11540000,2026-07-10,2,2,2,20.00000000,9.00000000,True,False
12,ABVX,Abivax SA,Healthcare,,NGM,11852107776.00000000,2026-07-10,139.89999390,-0.00596853,-0.03283789,0.36195475,0.33766871,XLV,0.04056407,0.32139068,0.41752377,290495222.93613434,1.49226945,0.38595936,0.36136248,-0.03723077,14.84371405,spy_relative;sector_relative;single_day_move;gap,4,threshold,18.91430000,2026-07-10,2,2,2,14.00000000,2.00000000,True,False
13,ATEX,Anterix Inc.,Communication Services,,NCM,2015167104.00000000,2026-07-10,100.95999908,-0.05521244,-0.03975652,0.56405878,0.53977274,XLC,0.00143520,0.56262358,0.68863540,57284846.61926270,2.17442986,0.25717820,0.05742515,-0.06695626,4.61200669,spy_relative;sector_relative;volatility;single_day_move,4,threshold_and_sector_coverage,18.90350000,2026-07-10,2,2,2,22.00000000,9.00000000,True,False
14,KYMR,"Kymera Therapeutics, Inc.",Healthcare,,NGM,9081237504.00000000,2026-07-10,119.34999847,0.00294116,0.05144918,0.55181371,0.52752768,XLV,0.04056407,0.51124964,0.53405499,139944697.94563293,1.86439337,0.16611591,0.08941624,0.00000000,2.16746278,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,17.87810000,2026-07-10,2,2,2,25.00000000,11.00000000,True,False
15,IONS,"Ionis Pharmaceuticals, Inc.",Healthcare,,NMS,9378650112.00000000,2026-07-10,58.25000000,-0.09366729,-0.28789734,-0.21895953,-0.24324556,XLV,0.04056407,-0.25952360,3.72857312,256886254.91001129,3.38071881,0.23904810,0.19748994,-0.32658960,0.43155571,spy_relative;sector_relative;volume;volatility;single_day_move;gap,6,threshold_and_sector_coverage,16.84610000,2026-07-10,2,2,2,16.00000000,1.00000000,True,False
16,QDEL,QuidelOrtho Corporation,Healthcare,,NMS,1219936768.00000000,2026-07-10,18.27000046,0.04759174,0.00109592,0.31061700,0.28633096,XLV,0.04056407,0.27005293,0.64992246,27981628.23184490,1.53501088,0.32197241,0.23277738,-0.48360656,0.83433739,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,15.90310000,2026-07-10,2,2,2,18.00000000,2.00000000,True,False
17,CBRL,Cracker Barrel Old Country Stor,Consumer Cyclical,,NMS,1170098944.00000000,2026-07-10,50.41999817,0.01838012,-0.05757013,0.38898070,0.36469466,XLY,0.01182355,0.37715714,0.55121674,62497852.08385468,1.00364999,0.22561991,0.19834713,-0.29835795,1.01518774,spy_relative;sector_relative;single_day_move;gap,4,threshold_and_sector_coverage,15.32980000,2026-07-10,1,1,1,,,True,False
18,ZBIO,"Zenas BioPharma, Inc.",Healthcare,,NMS,1760158464.00000000,2026-07-10,28.73999977,-0.02344548,0.05545355,0.56026057,0.53597453,XLV,0.04056407,0.51969649,0.74034382,27970740.96340179,0.74205185,0.13165142,0.04090916,-0.33425988,1.32712542,spy_relative;sector_relative;single_day_move,3,threshold,15.07660000,2026-07-10,2,2,2,42.00000000,24.00000000,True,False
19,ELVN,"Enliven Therapeutics, Inc.",Healthcare,,NMS,3634065152.00000000,2026-07-10,51.09000015,-0.02088923,0.02549178,0.41484351,0.39055748,XLV,0.04056407,0.37427944,0.43970803,115758256.81060791,0.77134177,0.14296334,0.21648644,-0.02088923,2.37450456,spy_relative;sector_relative;single_day_move;gap,4,threshold,14.69550000,2026-07-10,2,2,2,33.00000000,14.00000000,True,False
20,PENG,"Penguin Solutions, Inc.",Technology,,NMS,3956448768.00000000,2026-07-10,78.34999847,-0.03735104,0.27460545,0.27005998,0.24577394,XLK,0.02771474,0.24234524,2.52062275,308877487.62247086,1.90644338,0.25131562,0.14445267,-0.03735104,3.82450736,spy_relative;sector_relative;volume;volatility;single_day_move;gap,6,threshold,14.42660000,2026-07-10,2,2,2,21.00000000,1.00000000,True,False
21,NRIX,"Nurix Therapeutics, Inc.",Healthcare,,NGM,2356881920.00000000,2026-07-10,23.05999947,-0.06601867,-0.03796412,0.47442449,0.45013845,XLV,0.04056407,0.43386041,0.32028993,52795793.55337143,1.54295470,0.16373057,0.03037375,-0.06601867,1.79854370,spy_relative;sector_relative;volatility;single_day_move,4,threshold,14.41760000,2026-07-10,2,2,2,65.00000000,44.00000000,True,False
22,NVTS,Navitas Semiconductor Corporati,Technology,,NGM,3134554368.00000000,2026-07-10,13.47000027,-0.05007052,-0.06846471,-0.41050328,-0.43478932,XLK,0.02771474,-0.43821803,0.57319673,419805993.40841293,0.77455892,0.14392523,0.08582280,-0.57628185,1.43140801,spy_relative;sector_relative;single_day_move;gap,4,threshold_and_sector_coverage,14.19470000,2026-07-10,2,2,2,38.00000000,16.00000000,True,False
23,PRCH,"Porch Group, Inc.",Financial Services,,NCM,1467097856.00000000,2026-07-10,14.85000038,-0.01980193,-0.02238309,0.55823723,0.53395119,XLF,0.06195196,0.49628527,0.71092089,31096242.75215626,0.86982744,0.08571425,0.02528551,-0.22006304,1.32031253,spy_relative;sector_relative;single_day_move,3,threshold_and_sector_coverage,14.10240000,2026-07-10,2,2,2,83.00000000,60.00000000,True,False
24,SMCI,"Super Micro Computer, Inc.",Technology,,NMS,17892507648.00000000,2026-07-10,28.30999947,0.00247874,0.04004409,-0.30339567,-0.32768171,XLK,0.02771474,-0.33111042,0.43976992,2013742663.38598251,0.97423923,0.27977360,0.12401577,-0.53368473,0.37895755,spy_relative;sector_relative;single_day_move;gap,4,threshold,14.00330000,2026-07-10,1,1,1,,,True,False
25,ICHR,Ichor Holdings,Technology,,NMS,3152330240.00000000,2026-07-10,100.30000305,0.04002489,0.02117697,0.40083806,0.37655202,XLK,0.02771474,0.37312332,0.86735784,131616619.80796814,1.27467538,0.16447281,0.13185451,-0.10669750,6.13371266,spy_relative;sector_relative;single_day_move;gap,4,threshold,13.60420000,2026-07-10,2,2,2,55.00000000,30.00000000,True,False
26,TECH,Bio-Techne Corp,Healthcare,,NMS,11118648320.00000000,2026-07-10,71.30000305,0.00210824,0.00663562,0.31042094,0.28613490,XLV,0.04056407,0.26985687,0.65021183,567514780.16643524,1.52592463,0.20074721,0.19276498,-0.00112068,0.64665137,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,13.58880000,2026-07-10,2,2,2,23.00000000,-3.00000000,True,False
27,PRIM,Primoris Services Corporation,Industrials,,NYQ,4622520320.00000000,2026-07-10,86.59999847,-0.03164488,-0.01814057,-0.16650628,-0.19079232,XLI,0.03599084,-0.20249712,0.40920627,241180901.86553955,1.06315727,0.21589441,0.38849915,-0.57323083,0.01942321,spy_relative;sector_relative;single_day_move;gap,4,threshold,13.55030000,2026-07-10,2,2,2,24.00000000,-3.00000000,True,False
28,BWIN,"The Baldwin Insurance Group, In",Financial Services,,NMS,2663425536.00000000,2026-07-10,26.50000000,0.00189033,-0.06722984,0.36880161,0.34451557,XLF,0.06195196,0.30684965,0.52299786,50602232.70423889,1.57003109,0.16791690,0.12747035,-0.38357760,0.60606061,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,13.40860000,2026-07-10,2,2,2,26.00000000,-2.00000000,True,False
29,AGIO,"Agios Pharmaceuticals, Inc.",Healthcare,,NMS,2411573760.00000000,2026-07-10,41.22999954,-0.03645715,0.09712607,0.46517414,0.44088811,XLV,0.04056407,0.42461007,1.06856640,49142432.63647079,1.17387617,0.17705266,0.05322283,-0.09364700,0.84556845,spy_relative;sector_relative;single_day_move,3,threshold,13.34810000,2026-07-10,2,2,2,77.00000000,48.00000000,True,False
30,LUNR,"Intuitive Machines, Inc.",Industrials,,NGM,2430852352.00000000,2026-07-10,16.13999939,-0.04497043,-0.17568951,-0.41244995,-0.43673599,XLI,0.03599084,-0.44844079,0.67081638,287781975.55335999,0.72686518,0.15470132,0.05811013,-0.64682715,1.00496882,spy_relative;sector_relative;single_day_move,3,threshold_and_sector_coverage,13.27470000,2026-07-10,2,2,2,53.00000000,23.00000000,True,False
31,BRBR,"BellRing Brands, Inc.",Consumer Defensive,,NYQ,1483705344.00000000,2026-07-10,12.47999954,0.02716049,-0.09956711,0.48042694,0.45614090,XLP,0.00023786,0.48018908,0.79214706,81737290.23849964,0.87319197,0.10816130,0.02453097,-0.78757448,0.57974676,spy_relative;sector_relative;single_day_move,3,threshold_and_sector_coverage,13.24930000,2026-07-10,2,2,2,79.00000000,48.00000000,True,False
