market_data_date,ticker,rank,signal_score,trigger_count
2026-07-10,FLY,51,11.7766,4
2026-07-10,MRNA,52,11.7458,3
2026-07-10,RDW,53,11.7275,3
2026-07-10,DAVE,54,11.7262,3
2026-07-10,FOXA,55,11.4969,5
2026-07-10,EOSE,56,11.4846,4
2026-07-10,WEN,57,11.3247,5
2026-07-10,ORCL,58,11.3168,4
2026-07-10,TXG,59,11.2574,3
2026-07-10,EPC,60,11.2301,5
2026-07-10,AEHR,61,11.2227,4
2026-07-10,AXTI,62,11.1929,4
2026-07-10,BB,63,11.169,5
2026-07-10,YSS,64,10.9443,3
2026-07-10,RLAY,65,10.9439,3
2026-07-10,ORKA,66,10.8929,4
2026-07-10,JBIO,67,10.8351,3
2026-07-10,AMPX,68,10.8252,3
2026-07-10,ACMR,69,10.8022,5
2026-07-10,ERAS,70,10.7689,3
2026-07-10,CGEM,71,10.7362,3
2026-07-10,FOX,72,10.7037,5
2026-07-10,BCAX,73,10.6558,3
2026-07-10,LFST,74,10.4905,3
2026-07-10,RKLB,75,10.4517,4
2026-07-10,GLUE,76,10.4282,3
2026-07-10,FCEL,77,10.3894,4
2026-07-10,AAOI,78,10.3324,4
2026-07-10,CRVS,79,10.3094,3
2026-07-10,CERT,80,10.2256,4
2026-07-10,PVLA,81,10.2252,3
2026-07-10,DAN,82,10.1668,4
2026-07-10,QLYS,83,10.1649,3
2026-07-10,GRND,84,10.1306,3
2026-07-10,SYRE,85,10.1287,4
2026-07-10,AMPL,86,10.1066,4
2026-07-10,IREN,87,10.071,4
2026-07-10,MXL,88,10.0676,4
2026-07-10,SNDK,89,10.009,5
2026-07-10,DMRA,90,10.005,3
2026-07-10,INOD,91,9.9552,3
2026-07-10,CRCL,92,9.9309,4
2026-07-10,RBLX,93,9.8985,4
2026-07-10,AA,94,9.8795,3
2026-07-10,CNXC,95,9.8625,4
2026-07-10,RXT,96,9.849,4
2026-07-10,IRDM,97,9.8201,5
2026-07-10,MLKN,98,9.8192,3
2026-07-10,NUTX,99,9.8032,3
2026-07-10,FOUR,100,9.7315,3
2026-07-10,UMC,101,9.7057,5
2026-07-10,NAVN,102,9.7027,4
2026-07-10,FRMI,103,9.6773,4
2026-07-10,BJRI,104,9.6662,3
2026-07-10,VRNS,105,9.6382,3
2026-07-10,ATAI,106,9.6302,3
2026-07-10,LEGN,107,9.6231,4
2026-07-10,GLXY,108,9.6079,4
2026-07-10,VERA,109,9.5885,4
2026-07-10,HNGE,110,9.551,2
2026-07-10,BULL,111,9.5058,3
2026-07-10,AVAH,112,9.4878,2
2026-07-10,PBF,113,9.4495,3
2026-07-10,TE,114,9.4245,4
2026-07-10,VSH,115,9.2957,4
2026-07-10,OUST,116,9.2577,5
2026-07-10,PAY,117,9.2327,3
2026-07-10,ENVX,118,9.2094,4
2026-07-10,DOCN,119,9.1799,4
2026-07-10,ELF,120,9.16,2
2026-07-10,AMAT,121,9.1564,5
2026-07-10,PRCT,122,9.1495,3
2026-07-10,BBIO,123,9.1093,4
2026-07-10,VECO,124,9.0733,5
2026-07-10,GPC,125,9.0412,4
2026-07-10,FRVO,126,9.0387,4
2026-07-10,AMBA,127,9.0345,4
2026-07-10,UCTT,128,9.0231,5
2026-07-10,VSAT,129,8.9219,5
2026-07-10,RMBS,130,8.8961,4
2026-07-10,SENEA,131,8.8682,4
2026-07-10,EWTX,132,8.7969,3
2026-07-10,CXT,133,8.7685,3
2026-07-10,TDOC,134,8.7115,3
2026-07-10,VKTX,135,8.6879,3
2026-07-10,CCC,136,8.6759,4
2026-07-10,ACLS,137,8.6609,5
2026-07-10,KOD,138,8.6409,3
2026-07-10,SNDX,139,8.6374,3
2026-07-10,HUN,140,8.6326,3
2026-07-10,GPGI,141,8.6225,4
2026-07-10,HOOD,142,8.592,3
2026-07-10,CGON,143,8.5907,3
2026-07-10,BTDR,144,8.5793,3
2026-07-10,NTSK,145,8.5722,2
2026-07-10,CENX,146,8.5489,3
2026-07-10,IDYA,147,8.5061,3
2026-07-10,CAPR,148,8.5005,4
2026-07-10,FPS,149,8.4727,4
2026-07-10,GLOB,150,8.451,4
2026-07-13,KLAC,1,418.4802,4
2026-07-13,CRNX,1,76.1255,6
2026-07-13,CRWD,2,142.8346,4
2026-07-13,HQ,2,38.5815,4
2026-07-13,DFTX,3,38.4525,5
2026-07-13,MLI,4,41.1224,4
2026-07-13,TRAX,4,36.6271,4
2026-07-13,DD,5,32.4096,4
2026-07-13,QURE,5,33.6468,5
2026-07-13,APGE,6,29.589,5
2026-07-13,MBX,7,27.225,4
2026-07-13,BFLY,8,24.5285,5
2026-07-13,ABSI,9,24.1084,5
2026-07-13,SLS,10,22.6288,4
2026-07-13,ABVX,11,20.2459,5
2026-07-13,WYFI,12,18.4573,4
2026-07-13,ATEX,13,18.0846,3
2026-07-13,IONS,14,17.4678,6
2026-07-13,QDEL,15,15.9688,5
2026-07-13,PENG,16,15.5526,6
2026-07-13,ATRO,17,13.6609,4
2026-07-13,PSNL,17,14.8629,3
2026-07-13,AXTI,18,14.7426,4
2026-07-13,MIDD,19,12.0576,4
2026-07-13,ZBIO,19,14.6884,3
2026-07-13,TECH,20,14.508,5
2026-07-13,BWIN,21,14.1646,5
2026-07-13,LUNR,22,14.1346,3
2026-07-13,KYMR,23,14.1324,5
2026-07-13,MMYT,24,13.5997,4
2026-07-13,FLY,25,13.5693,4
2026-07-13,ELVN,26,13.3975,4
2026-07-13,NRIX,27,13.3377,3
2026-07-13,NVTS,28,13.3251,4
2026-07-13,BRBR,29,13.2028,3
2026-07-13,CGEM,30,13.1232,3
2026-07-13,PCT,31,12.8735,4
2026-07-13,AAOI,32,12.8557,4
2026-07-13,ON,33,12.4346,5
2026-07-13,TENB,34,12.3748,3
2026-07-13,AEHR,35,12.3336,4
2026-07-13,COMP,36,12.2386,3
2026-07-13,AVAV,37,12.2319,4
2026-07-13,RDW,38,12.2078,3
2026-07-13,ORCL,39,12.1491,4
2026-07-13,PRIM,40,12.1385,4
2026-07-13,MRNA,41,12.1153,3
2026-07-13,NTSK,42,12.0423,2
2026-07-13,YSS,43,12.0379,3
2026-07-13,FLNC,44,11.9828,4
2026-07-13,ACN,45,11.9382,5
2026-07-13,TXG,46,11.9099,3
2026-07-13,LEGN,47,11.6698,4
2026-07-13,DAVE,48,11.6418,3
2026-07-13,WOLF,49,11.6075,4
2026-07-13,EOSE,50,11.5852,4
2026-07-13,BHVN,51,11.5446,4
2026-07-13,AGIO,52,11.5224,3
2026-07-13,RKLB,53,11.3554,4
2026-07-13,RARE,54,11.3086,3
2026-07-13,PTRN,55,11.2856,4
2026-07-13,WEN,56,11.235,5
2026-07-13,RXT,57,11.2079,4
2026-07-13,ORKA,58,11.192,4
2026-07-13,ALMS,59,11.1323,3
2026-07-13,JBIO,60,11.0198,3
2026-07-13,PVLA,61,10.9771,3
2026-07-13,SOLS,62,10.9719,5
2026-07-13,AMPX,63,10.9575,3
2026-07-13,AMPL,64,10.9573,4
2026-07-13,AMC,65,10.9391,5
2026-07-13,FOXA,66,10.9368,5
2026-07-13,EPC,67,10.8609,5
2026-07-13,FOUR,68,10.8547,3
2026-07-13,RBLX,69,10.716,4
2026-07-13,PRCH,70,10.6842,3
2026-07-13,DOCN,71,10.6683,4
2026-07-13,FIZZ,72,6.9334,4
2026-07-13,CRCL,72,10.6151,4
2026-07-13,CCC,73,10.5682,4
2026-07-13,VOYG,74,10.516,3
2026-07-13,IREN,75,10.4454,4
2026-07-13,AMBA,76,6.8897,3
2026-07-13,DMRA,76,10.4169,3
2026-07-13,BB,77,10.4074,5
2026-07-13,OUST,78,6.834,3
2026-07-13,GSHD,78,10.3822,3
2026-07-13,FOX,79,10.3289,5
2026-07-13,VOR,80,6.7615,2
2026-07-13,MLKN,80,10.1729,3
2026-07-13,PAY,81,10.165,3
2026-07-13,INOD,82,10.1556,3
2026-07-13,HNGE,83,10.1461,2
2026-07-13,BCAX,84,10.026,3
2026-07-13,CERT,85,10.0259,4
2026-07-13,INFQ,86,10.0197,4
2026-07-13,PBF,87,9.9565,3
2026-07-13,IONQ,88,9.9007,3
2026-07-13,FRVO,89,9.881,4
2026-07-13,RLAY,90,9.8612,3
2026-07-13,LFST,91,9.8596,3
2026-07-13,ICHR,92,9.8135,4
2026-07-13,LZB,93,6.3961,3
2026-07-13,VRNS,93,9.7584,3
2026-07-13,WDFC,94,9.7518,6
2026-07-13,OMDA,95,9.7518,3
2026-07-13,IRDM,96,6.3386,2
2026-07-13,QLYS,96,9.6611,3
2026-07-13,NAVN,97,9.5808,4
2026-07-13,CNXC,98,6.2877,3
2026-07-13,MXL,98,9.5729,4
2026-07-13,GLXY,99,9.5296,4
2026-07-13,VKTX,100,9.4954,3
2026-07-13,PGEN,101,9.4675,3
2026-07-13,ASTS,102,9.4529,3
2026-07-13,VSAT,103,6.1897,3
2026-07-13,RMBS,103,9.4065,4
2026-07-13,ERAS,104,9.3958,3
2026-07-13,LASR,105,6.1782,3
2026-07-13,BAND,105,9.3727,4
2026-07-13,AEVA,106,9.361,4
2026-07-13,AMAT,107,6.1626,4
2026-07-13,GRND,107,9.3608,3
2026-07-13,ACMR,108,6.1483,3
2026-07-13,PRCT,108,9.3578,3
2026-07-13,VECO,109,9.3234,5
2026-07-13,SENEA,110,6.1082,3
2026-07-13,FCEL,110,9.3109,4
2026-07-13,VSH,111,9.2618,4
2026-07-13,TDOC,112,9.2526,3
2026-07-13,CBRS,113,6.0381,3
2026-07-13,ALGT,113,9.2155,4
2026-07-13,ENVX,114,9.2079,4
2026-07-13,URGN,115,9.1677,2
2026-07-13,RIVN,116,9.1528,5
2026-07-13,POET,117,9.1486,3
2026-07-13,NN,118,9.1353,3
2026-07-13,CAPR,119,9.1323,4
2026-07-13,OC,120,5.9866,3
2026-07-13,SYRE,120,9.074,4
2026-07-13,NUTX,121,9.069,3
2026-07-13,BW,122,9.0297,3
2026-07-13,TTMI,123,9.0173,4
2026-07-13,UMC,124,8.9955,4
2026-07-13,ALGM,125,5.893,4
2026-07-13,AVAH,125,8.978,2
2026-07-13,ATAI,126,8.9759,3
2026-07-13,SPGI,127,5.8101,4
2026-07-13,ROKU,127,8.9314,4
2026-07-13,QS,128,5.8023,3
2026-07-13,TE,128,8.9278,4
2026-07-13,CPNG,129,5.8,3
2026-07-13,MDA,129,8.923,5
2026-07-13,GPGI,130,5.7855,3
2026-07-13,BTDR,130,8.9159,3
2026-07-13,BBIO,131,5.7838,3
2026-07-13,FPS,131,8.9118,4
2026-07-13,ACLS,132,8.7673,5
2026-07-13,FRHC,133,5.7375,3
2026-07-13,AYI,133,8.7608,5
2026-07-13,GLUE,134,8.7146,3
2026-07-13,NUVB,135,8.6815,4
2026-07-13,RUM,136,5.687,3
2026-07-13,CXT,136,8.6677,3
2026-07-13,KEEL,137,5.6722,3
2026-07-13,DAN,137,8.6494,3
2026-07-13,MSTR,138,8.6429,4
2026-07-13,UCTT,139,5.6606,3
2026-07-13,MGNI,139,8.623,3
2026-07-13,GPC,140,8.5702,4
2026-07-13,KOS,141,5.6421,2
2026-07-13,RCAT,141,8.5701,3
2026-07-13,TWST,142,8.5444,3
2026-07-13,ANAB,143,8.5388,3
2026-07-13,CAMT,144,8.486,4
2026-07-13,APLD,145,8.4743,3
2026-07-13,ONDS,146,8.4721,3
2026-07-13,BRUN,147,8.4535,4
2026-07-13,TCOM,148,5.5572,3
2026-07-13,SEZL,148,8.3982,3
2026-07-13,ASX,149,5.5564,4
2026-07-13,BILL,149,8.3781,3
2026-07-13,SNDK,150,5.5546,2
2026-07-13,AA,150,8.3516,3
2026-07-15,CRNX,1,67.9297,5
2026-07-15,DFTX,2,38.1147,5
2026-07-15,HQ,3,36.127,4
2026-07-15,TRAX,4,35.1083,4
2026-07-15,QURE,5,33.0417,5
2026-07-15,APGE,6,27.6642,5
2026-07-15,ABVX,7,20.5502,4
2026-07-15,ABSI,8,20.5098,5
2026-07-15,BFLY,9,20.4485,5
2026-07-15,MBX,10,20.2466,4
2026-07-15,SLS,11,19.8644,4
2026-07-15,IONS,12,17.7418,6
2026-07-15,PSNL,13,17.4246,3
2026-07-15,TXG,14,16.2208,3
2026-07-15,QDEL,15,15.6212,5
2026-07-15,IBM,16,15.2678,6
2026-07-15,AXTI,17,15.0549,4
2026-07-15,DAVE,18,14.6262,3
2026-07-15,BWIN,19,14.6168,5
2026-07-15,AEHR,20,14.5954,5
2026-07-15,ERAS,21,14.2795,3
2026-07-15,TECH,22,14.1336,5
2026-07-15,NVTS,23,14.101,4
2026-07-15,TENB,24,14.0342,3
2026-07-15,LEGN,25,13.5536,4
2026-07-15,DMRA,26,13.4377,3
2026-07-15,ZBIO,27,13.4304,3
2026-07-15,NTSK,28,13.281,3
2026-07-15,PYPL,29,13.2033,5
2026-07-15,COMP,30,13.0372,3
2026-07-15,IREN,31,12.9956,4
2026-07-15,LUNR,32,12.8801,3
2026-07-15,FLNC,33,12.8227,4
2026-07-15,AMPL,34,12.7584,4
2026-07-15,KYMR,35,12.4767,5
2026-07-15,FLY,36,12.3415,4
2026-07-15,ON,37,12.3392,5
2026-07-15,PTRN,38,12.3281,4
2026-07-15,JBIO,39,12.2754,3
2026-07-15,QLYS,40,11.9891,3
2026-07-15,AAOI,41,11.9581,4
2026-07-15,NRIX,42,11.9318,3
2026-07-15,CERT,43,11.7436,4
2026-07-15,PNR,44,11.6904,6
2026-07-15,SEZL,45,11.5209,3
2026-07-15,VRNS,46,11.5014,3
2026-07-15,FCEL,47,11.4967,5
2026-07-15,FRVO,48,11.4913,4
2026-07-15,RDW,49,11.4654,3
2026-07-15,RXT,50,11.4029,4
2026-07-15,ACN,51,11.3918,5
2026-07-15,PBF,52,11.3849,3
2026-07-15,ANNX,53,11.3622,3
2026-07-15,AVAV,54,11.3317,4
2026-07-15,AMC,55,11.2581,5
2026-07-15,WULF,56,11.2239,4
2026-07-15,PRIM,57,11.1519,4
2026-07-15,BRBR,58,10.975,3
2026-07-15,MRVI,59,10.9202,3
2026-07-15,VOYG,60,10.8605,3
2026-07-15,HIMS,61,10.8479,3
2026-07-15,ATAI,62,10.8141,3
2026-07-15,AGIO,63,10.7792,3
2026-07-15,PAY,64,10.7761,3
2026-07-15,CCC,65,10.7744,4
2026-07-15,EOSE,66,10.7703,4
2026-07-15,BHVN,67,10.7447,4
2026-07-15,PVLA,68,10.6933,3
2026-07-15,VSH,69,10.6815,4
2026-07-15,LWLG,70,10.6678,4
2026-07-15,AEVA,71,10.5926,4
2026-07-15,RBLX,72,10.5687,4
2026-07-15,LCID,73,10.5645,5
2026-07-15,OMDA,74,10.532,3
2026-07-15,MRNA,75,10.4154,3
2026-07-15,DOCN,76,10.3621,4
2026-07-15,VECO,77,10.3215,4
2026-07-15,RKLB,78,10.3077,4
2026-07-15,WDFC,79,10.3013,6
2026-07-15,PENG,80,10.2996,5
2026-07-15,ERIC,81,10.2964,6
2026-07-15,INOD,82,10.2867,3
2026-07-15,GSHD,83,10.2856,3
2026-07-15,GRND,84,10.2017,3
2026-07-15,FPS,85,10.1776,4
2026-07-15,SNDK,86,10.1665,4
2026-07-15,IONQ,87,10.1188,3
2026-07-15,POET,88,10.1089,3
2026-07-15,YSS,89,10.1082,3
2026-07-15,AIP,90,10.0929,5
2026-07-15,BW,91,10.045,3
2026-07-15,EPC,92,10.0309,5
2026-07-15,SYRE,93,9.9739,4
2026-07-15,WOLF,94,9.9056,4
2026-07-15,GLXY,95,9.9013,4
2026-07-15,SOLS,96,9.8225,4
2026-07-15,TE,97,9.8205,4
2026-07-15,WEN,98,9.8159,4
2026-07-15,BB,99,9.807,5
2026-07-15,RMBS,100,9.7829,4
2026-07-15,BILL,101,9.7506,3
2026-07-15,NEO,102,9.7386,4
2026-07-15,AMPX,103,9.7322,3
2026-07-15,ORKA,104,9.6963,4
2026-07-15,CHYM,105,9.6695,3
2026-07-15,MANE,106,9.6062,4
2026-07-15,ARM,107,9.5865,4
2026-07-15,TTMI,108,9.5816,4
2026-07-15,INFQ,109,9.5458,4
2026-07-15,MMYT,110,9.4919,4
2026-07-15,PARR,111,9.449,3
2026-07-15,MRVL,112,9.4044,4
2026-07-15,BTDR,113,9.3907,3
2026-07-15,CRWV,114,9.3482,4
2026-07-15,APLD,115,9.2671,3
2026-07-15,FORM,116,9.2598,5
2026-07-15,CAPR,117,9.2298,4
2026-07-15,CAMT,118,9.2093,4
2026-07-15,MLKN,119,9.1647,3
2026-07-15,AOSL,120,9.1445,4
2026-07-15,RGTI,121,9.1412,4
2026-07-15,MPLT,122,9.1247,3
2026-07-15,CRCL,123,9.1183,4
2026-07-15,CNMD,124,9.0599,5
2026-07-15,ENVX,125,9.0289,4
2026-07-15,S,126,9.0157,3
2026-07-15,NN,127,8.9973,3
2026-07-15,OKTA,128,8.9745,3
2026-07-15,WYFI,129,8.9708,4
2026-07-15,RIOT,130,8.8752,3
2026-07-15,PRCH,131,8.8372,3
2026-07-15,NG,132,8.7579,4
2026-07-15,KEEL,133,8.6967,4
2026-07-15,RCAT,134,8.6706,3
2026-07-15,NTRA,135,8.6478,3
2026-07-15,RLAY,136,8.6091,3
2026-07-15,ACLS,137,8.5883,4
2026-07-15,AYI,138,8.5779,5
2026-07-15,TDOC,139,8.5666,3
2026-07-15,VKTX,140,8.5562,3
2026-07-15,BBIO,141,8.5449,4
2026-07-15,FOXA,142,8.4873,4
2026-07-15,CLSK,143,8.4867,4
2026-07-15,PRCT,144,8.4446,3
2026-07-15,CDNA,145,8.4378,3
2026-07-15,STRL,146,8.4355,4
2026-07-15,AA,147,8.4341,3
2026-07-15,CENX,148,8.4156,3
2026-07-15,FIG,149,8.4048,3
2026-07-15,XENE,150,8.3896,3
2026-07-16,CRNX,1,66.7465,5
2026-07-16,DFTX,2,38.3305,5
2026-07-16,ATAI,3,33.8266,6
2026-07-16,TRAX,4,32.968,3
2026-07-16,QURE,5,31.0955,5
2026-07-16,APGE,6,28.4673,5
2026-07-16,CDNA,7,25.838,5
2026-07-16,MAN,8,22.6781,5
2026-07-16,ABVX,9,21.1055,5
2026-07-16,GRPN,10,19.5182,3
2026-07-16,BFLY,11,18.5681,5
2026-07-16,AXTI,12,17.5095,4
2026-07-16,BWIN,13,17.4617,5
2026-07-16,PSNL,14,16.9965,4
2026-07-16,SLS,15,16.9529,4
2026-07-16,IONS,16,16.7346,6
2026-07-16,NTSK,17,15.9475,3
2026-07-16,AEHR,18,15.7662,5
2026-07-16,NVTS,19,14.8999,4
2026-07-16,QDEL,20,14.5817,5
2026-07-16,PYPL,21,14.5789,6
2026-07-16,MBX,22,14.5259,4
2026-07-16,PBF,23,14.4602,3
2026-07-16,IREN,24,14.399,4
2026-07-16,AMPL,25,14.051,4
2026-07-16,AAOI,26,14.0077,4
2026-07-16,PTRN,27,13.9669,3
2026-07-16,ZBIO,28,13.9542,3
2026-07-16,SNDK,29,13.844,5
2026-07-16,FLNC,30,13.842,4
2026-07-16,DMRA,31,13.7943,3
2026-07-16,GSHD,32,13.774,3
2026-07-16,LEGN,33,13.6859,4
2026-07-16,ON,34,13.6257,5
2026-07-16,WULF,35,13.551,4
2026-07-16,LCID,36,13.4987,5
2026-07-16,IBM,37,13.4379,6
2026-07-16,TENB,38,13.4115,3
2026-07-16,LUNR,39,13.3477,3
2026-07-16,DAVE,40,13.2599,3
2026-07-16,RXT,41,13.0591,4
2026-07-16,RKLB,42,13.0405,4
2026-07-16,TECH,43,12.9067,5
2026-07-16,ASTS,44,12.8922,4
2026-07-16,EOSE,45,12.8205,4
2026-07-16,NBIS,46,12.7588,4
2026-07-16,FLY,47,12.737,3
2026-07-16,KYMR,48,12.5998,5
2026-07-16,CCC,49,12.4815,4
2026-07-16,VSH,50,12.4143,4
2026-07-16,PAY,51,12.3359,3
2026-07-16,HQ,52,12.3127,4
2026-07-16,FRVO,53,12.3111,4
2026-07-16,TE,54,12.3002,4
2026-07-16,RDW,55,12.2362,3
2026-07-16,WOLF,56,12.1835,4
2026-07-16,WEN,57,12.176,5
2026-07-16,MLKN,58,12.1439,3
2026-07-16,ABSI,59,12.0096,4
2026-07-16,PRIM,60,11.9574,4
2026-07-16,YSS,61,11.8571,3
2026-07-16,POET,62,11.8436,3
2026-07-16,CLSK,63,11.8116,5
2026-07-16,CRCL,64,11.7338,4
2026-07-16,VRNS,65,11.6823,3
2026-07-16,AEVA,66,11.6632,3
2026-07-16,AMPX,67,11.6417,3
2026-07-16,CERT,68,11.5757,3
2026-07-16,QLYS,69,11.5408,3
2026-07-16,MRVL,70,11.5141,4
2026-07-16,GLXY,71,11.4955,4
2026-07-16,FORM,72,11.4895,5
2026-07-16,FPS,73,11.4145,4
2026-07-16,TTMI,74,11.3409,4
2026-07-16,VECO,75,11.3345,4
2026-07-16,EPC,76,11.3183,5
2026-07-16,BRUN,77,11.2526,4
2026-07-16,MRVI,78,11.2385,3
2026-07-16,AIP,79,11.2354,5
2026-07-16,OUST,80,11.1841,5
2026-07-16,BW,81,11.1757,3
2026-07-16,ENVX,82,11.1539,4
2026-07-16,CAPR,83,11.1358,4
2026-07-16,SOLS,84,11.1214,4
2026-07-16,APLD,85,11.0522,3
2026-07-16,PNR,86,11.0458,6
2026-07-16,ENOV,87,11.044,4
2026-07-16,CNMD,88,11.0398,5
2026-07-16,VOYG,89,11.0368,3
2026-07-16,TXG,90,10.9988,3
2026-07-16,IONQ,91,10.9855,3
2026-07-16,PARR,92,10.9683,3
2026-07-16,PRGS,93,10.9018,3
2026-07-16,ARM,94,10.8942,4
2026-07-16,TCBK,95,10.8327,5
2026-07-16,WDFC,96,10.8005,6
2026-07-16,DOCN,97,10.7747,4
2026-07-16,PURR,98,10.6919,4
2026-07-16,BTDR,99,10.6835,3
2026-07-16,RCAT,100,10.6165,3
2026-07-16,NEO,101,10.6047,4
2026-07-16,NRIX,102,10.5254,3
2026-07-16,INFQ,103,10.4778,3
2026-07-16,CRWV,104,10.441,4
2026-07-16,BILL,105,10.4125,3
2026-07-16,BRBR,106,10.3968,3
2026-07-16,FOUR,107,10.3782,3
2026-07-16,BE,108,10.3557,4
2026-07-16,NSP,109,10.3447,3
2026-07-16,DK,110,10.2837,3
2026-07-16,RIOT,111,10.2768,3
2026-07-16,UUUU,112,10.2314,4
2026-07-16,VICR,113,10.2159,4
2026-07-16,BAND,114,10.2156,3
2026-07-16,AMC,115,10.1983,5
2026-07-16,INOD,116,10.1736,3
2026-07-16,NG,117,10.1567,3
2026-07-16,XE,118,10.0365,3
2026-07-16,COHR,119,9.9921,4
2026-07-16,OMDA,120,9.9897,3
2026-07-16,RUM,121,9.9494,4
2026-07-16,INTA,122,9.9323,3
2026-07-16,WDC,123,9.9157,4
2026-07-16,AVAV,124,9.8627,4
2026-07-16,KEEL,125,9.7699,4
2026-07-16,RGTI,126,9.7697,3
2026-07-16,CIFR,127,9.7624,4
2026-07-16,HYMC,128,9.673,3
2026-07-16,PCT,129,9.6546,3
2026-07-16,LAC,130,9.5993,3
2026-07-16,ERIC,131,9.5612,6
2026-07-16,NAVN,132,9.559,3
2026-07-16,USAR,133,9.5523,4
2026-07-16,ACLS,134,9.5336,4
2026-07-16,COMP,135,9.4733,3
2026-07-16,S,136,9.3606,3
2026-07-16,FIG,137,9.335,3
2026-07-16,ERAS,138,9.3262,3
2026-07-16,UCTT,139,9.3077,5
2026-07-16,OKLO,140,9.2201,3
2026-07-16,PL,141,9.1973,3
2026-07-16,MU,142,9.1593,4
2026-07-16,QBTS,143,9.1558,3
2026-07-16,STX,144,9.1501,4
2026-07-16,PPTA,145,9.1366,3
2026-07-16,SGML,146,9.1094,3
2026-07-16,AGI,147,9.1071,4
2026-07-16,FA,148,9.0295,3
2026-07-16,UGP,149,9.0292,3
2026-07-16,AYI,150,9.0216,5
2026-07-17,CRNX,1,67.0232,5
2026-07-17,FBRX,2,58.7646,4
2026-07-17,DFTX,3,37.9095,5
2026-07-17,TRAX,4,35.7176,3
2026-07-17,QURE,5,31.7039,4
2026-07-17,ATAI,6,31.2951,6
2026-07-17,APGE,7,28.9845,5
2026-07-17,CDNA,8,26.7965,5
2026-07-17,MAN,9,23.3977,6
2026-07-17,SLS,10,22.8547,4
2026-07-17,ABVX,11,21.2045,5
2026-07-17,LCID,12,20.0977,5
2026-07-17,GRPN,13,19.1689,3
2026-07-17,PSNL,14,17.0863,4
2026-07-17,ZBIO,15,16.9174,3
2026-07-17,BFLY,16,16.8544,5
2026-07-17,MBX,17,16.5326,4
2026-07-17,PBF,18,15.9726,3
2026-07-17,AXTI,19,15.5899,4
2026-07-17,IONS,20,15.4529,5
2026-07-17,NTSK,21,15.4462,3
2026-07-17,BWIN,22,15.3478,4
2026-07-17,AEHR,23,15.0393,5
2026-07-17,IBM,24,14.482,6
2026-07-17,NVTS,25,14.4677,4
2026-07-17,DMRA,26,14.4602,3
2026-07-17,TENB,27,14.4262,3
2026-07-17,ABSI,28,14.3691,5
2026-07-17,DAVE,29,14.1577,3
2026-07-17,IREN,30,14.1519,4
2026-07-17,QDEL,31,14.1512,5
2026-07-17,FLNC,32,13.8231,4
2026-07-17,SNDK,33,13.7268,5
2026-07-17,PTRN,34,13.5846,3
2026-07-17,AMC,35,13.1132,5
2026-07-17,YSS,36,13.0664,3
2026-07-17,PYPL,37,12.9896,5
2026-07-17,ORKA,38,12.9633,4
2026-07-17,WULF,39,12.9448,4
2026-07-17,LEGN,40,12.9046,4
2026-07-17,ON,41,12.7896,5
2026-07-17,WEN,42,12.7378,5
2026-07-17,PRIM,43,12.6768,4
2026-07-17,HQ,44,12.6225,4
2026-07-17,PARR,45,12.5349,3
2026-07-17,KYMR,46,12.5088,5
